Subcorpus	Filename	Year data collection	Placement test score (raw)	Placement test score (%)	Proficiency	Sex	Age	School/University/Institution	Major	Year at university/school	L1	Father's native language	Mother's native language	Languages spoken at home	Age of exposure to English	Years studying English	Stay abroad in English speaking country (>= 1 month)	Stay abroad (where)	Stay abroad (when)	Stay abroad (months)	Language certificates (type and level)	Proficiency (self-assessment) speaking	Proficiency (self-assessment) listening	Proficiency (self-assessment) reading	Proficiency (self-assessment) writing	Proficiency (self-assessment)	Additional foreign language(s)	Proficiency (self-assessment) in additional language speaking	Proficiency (self-assessment) in additional language listening	Proficiency (self-assessment) in additional language reading	Proficiency (self-assessment) in additional language writing	Medium	Task number	Task title	Writing/audio details	Minutes taken to complete the task	Where the task was done	Resources used	Text	Original text
Learners	DE_SP_B2_26_12_13_SS	2016	40 / 60	66.7	B2 (upper intermediate)	Female	26	Bremen	BiPEB: German, English, Maths	1st year undergraduate	German	German	German	German	10	12	No	""	""	0	""	B2 (upper intermediate)	B2 (upper intermediate)	B2 (upper intermediate)	B2 (upper intermediate)	4 / 6	French, Spanish	B1 (lower intermediate)	B1 (lower intermediate)	B1 (lower intermediate)	B1 (lower intermediate)	Spoken	13	13. Frog	spoken_offline_classroom	""	Inside classroom	""	Ok uh one day Tom and his dog found a frog / they loved that frog and uh put it in a glass / when they are asleep the frog escaped / the next day when they wake up they saw that their frog wasn't there any=wh=more / they went out and looked for the frog and call the whole time his name hhh and look everywhere on trees / behind trees in the woods even on a rock / Tom stand there and screamed the frog at the frog hhh / uh suddenly there is a deer who is not of uh happy about the screaming and the noise they make and push them away they fall into the sea / but happily they can swim and can escape the water / uh Tom and his dog found the frog with his family and now they know why the frog is escaped and they can happily go away and let the frog there.	
Learners	DE_WR_B2_26_12_13_SS	2016	40 / 60	66.7	B2 (upper intermediate)	Female	26	Bremen	BiPEB: German, English, Maths	1st year undergraduate	German	German	German	German	10	12	No	""	""	0	""	B2 (upper intermediate)	B2 (upper intermediate)	B2 (upper intermediate)	B2 (upper intermediate)	4 / 6	French, Spanish	B1 (lower intermediate)	B1 (lower intermediate)	B1 (lower intermediate)	B1 (lower intermediate)	Written	13	13. Frog	written_online	""	Inside classroom	""	"Tom and his dog found a frog. They liked him so much that they put him in a glas and took him home. As they fall asleep, the frog escaped. At the next morining, Tom and his dog recognized that the frog was away and started looking for him. They looked at the wood, behind the trees and Tom screamed the whole time ""frog, where are you? You are our friend! Please come back!"" Tom climed on a rock and screamed. Suddenly there was a deer. The deer did not like the noise and became angry about Tom. So he pushed Tom and his dog into the lake. Luckily both were able to swim and they reached the ground. When they were dry, Tom saw their friend the frog! Then he understood why their friend had left them. The frog had a family and had to tell his parents where he was! Tom was happy and went home with his dog and his new friend the frog."	
Learners	DE_SP_B2_20_9_13_LR	2016	41 / 60	68.3	B2 (upper intermediate)	Female	20	Bremen	BiPEB Teacher Training: Maths, English, German	1st year undergraduate	German	German	German	German	8	9	No	""	""	0	""	B2 (upper intermediate)	B2 (upper intermediate)	B2 (upper intermediate)	B2 (upper intermediate)	4 / 6	Spanish	B2 (upper intermediate)	B2 (upper intermediate)	B2 (upper intermediate)	B2 (upper intermediate)	Spoken	13	13. Frog	spoken_offline_classroom	""	Inside classroom	""	One day Timmy and his dog Fluffy couldn't fall asleep because uh this afternoon they found uh a frog in the garden it was long after midnight when they finally lay ins bed but then the next in the next morning he couldn't find his frog because he escaped from his glass where Timmy put him / uh in the afternoon they searched him everywhere in the garden in the woods / Timmy climbed up a tree climbed up a stone and his dog Fluffy helped him with his search / the other animals in the wood weren't that happy that Timmy disturbed them uh and finally he was thrown into a river / and his dog too / uh / Timmy was very wet but he could uh climb out of the river because there was a / an old / tree lying at the river bank and so he could get into the grass / on the other side of the tr= of the old tree there was his frog he found uh in the garden with his family / Timmy was very happy that he could find his frog and uhm so h= he went home again.	
Learners	DE_WR_B2_20_9_13_LR	2016	41 / 60	68.3	B2 (upper intermediate)	Female	20	Bremen	BiPEB Teacher Training: Maths, English, German	1st year undergraduate	German	German	German	German	8	9	No	""	""	0	""	B2 (upper intermediate)	B2 (upper intermediate)	B2 (upper intermediate)	B2 (upper intermediate)	4 / 6	Spanish	B2 (upper intermediate)	B2 (upper intermediate)	B2 (upper intermediate)	B2 (upper intermediate)	Written	13	13. Frog	written_online	""	Inside classroom	""	One day Timmy and his dog could not fall asleep, because they were too excited. During the afternoon they found a frog in the garden and put it into an old glass to take it into the house. Finally Timmy fall asleep but when he woke up the next morning his frog has left the glass. Timmy and his dog tried to find the frog and searched it everywhere. They went throung the garden into the woods. They searched it in the trees and under the stones. Unfortunately they dirsuped the other animals in their daily routine and consequently the deer threw Timmy and his dog into a lake. Being very wet they went out of the lanke. Timmy and his dog sit down on an old tree to get dry. There they saw the frog. But he was not alone. Around him there were many other frogs, the family of the frog. Now Timmy could understend why the frog left the glass and very happy he went home again.	
Learners	DE_SP_B2_23_12_13_SA	2016	42 / 60	70	B2 (upper intermediate)	Female	23	Bremen	BA English Speaking Cultures: ESC, German	1st year undergraduate	German	German	German	German	10	12	No	""	""	0	""	C1 (lower advanced)	C1 (lower advanced)	C1 (lower advanced)	C1 (lower advanced)	5 / 6	Spanish, Italian	B1 (lower intermediate)	B1 (lower intermediate)	B1 (lower intermediate)	B1 (lower intermediate)	Spoken	13	13. Frog	spoken_offline_classroom	""	Inside classroom	""	One day a little boy uh played with his dog and a frog  in his glass uh but while he was asleep the d= the frog escapes uh the glass and on the next morning the boy sees that the frog isn't there anymore and is really sad and therefore he is searching for the frog in / the forest uh together with his friend the dog / but he can't find the frog anywhere he looks into uh trees branches and is screaming after the frog all the time but what he finds there is a big / reindeer like animal hhh uh and because he was so surprised uh he fell falls down uh into a sea or into a river / and uh / because he is really wet he wants to got get out there and uh / then / by surprise or by an accident he finds the frog and his family and uh they all live happily ever after.	
Learners	DE_SP_B2_23_21_13_LB	2016	42 / 60	70	B2 (upper intermediate)	Female	23	Bremen	BA 2 subjects : English, Religion	1st year undergraduate	German	English	Italian	German	2	21	No	""	""	0	""	C1 (lower advanced)	C1 (lower advanced)	C1 (lower advanced)	C1 (lower advanced)	5 / 6	Italian, Spanish	C2 (upper advanced)	C2 (upper advanced)	C2 (upper advanced)	C2 (upper advanced)	Spoken	13	13. Frog	spoken_offline_classroom	""	Inside classroom	""	Once upon a time there was a small boy called Hank /. he was sitting in his room at night before he went to sleep with his dog and l= looking at the / frog in a bottle / the next / when he went to sleep the frog climbed out of the bottle and ran a= away out of this room / the next morning when Hank woke up he was he was quickly running to th bottle and wanted to look if the frog was there but there was no frog in the bottle anymore so Hank ran off out of his room with his dog and was shouting in the forest looking for the frog he was climbing up trees / and looking around / the forest and he climbed up a big rock and he was holding his hands onto two branches and screaming for the frog but no frog was there the dog was scared when the when Hank climbed up of the on the rock suddenly Hank noticed that the branches he was holding on / weren't branches it was a deer the deer was really angry so it picked Hank up and threw him into the water with his dog Hank was completely wet and his dog too so they crawled out of the water and set on a big branch big old branch th= while they were lying on the branch and getting dry he saw behind the big branch there was the frog again with his wife and a lot of frog children Hank was so happy to find the frog again that he took his took it in his hands and / jumped around. The frog family was together and Hank was happy.	
Learners	DE_WR_B2_23_12_13_SA	2016	42 / 60	70	B2 (upper intermediate)	Female	23	Bremen	BA English Speaking Cultures: ESC, German	1st year undergraduate	German	German	German	German	10	12	No	""	""	0	""	C1 (lower advanced)	C1 (lower advanced)	C1 (lower advanced)	C1 (lower advanced)	5 / 6	Spanish, Italian	B1 (lower intermediate)	B1 (lower intermediate)	B1 (lower intermediate)	B1 (lower intermediate)	Written	13	13. Frog	written_online	""	Inside classroom	""	One day a little boy played with his best friend his dog and a little frog in a glass. Later in the evening the little boy got really tired and fell asleep. While he was sleeping the frog escapes from the glass. In the morning the little boy and his friend the dog notice that the frog was gone. So the little boy and his dog start to search for the frog in the forest. They scream after him and search for the frog everywhere. In holes, trees and under stones. Nevertheless the frog was nowhere to be found. Suddenly the little boy crashed into a big deer. The deer pushes him sligthly into a sea. Wet and exhausted the little boy escapes the sea and climbs over a tree branch. Suprisingly behind the branch sat his little friend the frog and his family. Finally the little boy and the frog are reunied and live happily ever after.	
Learners	DE_WR_B2_23_21_13_LB	2016	42 / 60	70	B2 (upper intermediate)	Female	23	Bremen	BA 2 subjects : English, Religion	1st year undergraduate	German	English	Italian	German	2	21	No	""	""	0	""	C1 (lower advanced)	C1 (lower advanced)	C1 (lower advanced)	C1 (lower advanced)	5 / 6	Italian, Spanish	C2 (upper advanced)	C2 (upper advanced)	C2 (upper advanced)	C2 (upper advanced)	Written	13	13. Frog	written_online	""	Inside classroom	""	Once upon a time there was a little boy called ray. One night he was sitting, with his dog carl, in his room in front of his bed watching at the Mr. Frog he caught in the afternoon. The Mr. Frog was caught in a bottle and very sad. Mr. Frog waited until ray and carl went to sleep and quickly jumped out of the bottle and ran as fast as he could. The next morning when ray and carl woke up, the first thing they wanted to go and look at was Mr. Frog but there was no frog in the bottle anymore.  <br/>  So ray and carl went out into the forest to search for Mr. Frog. First they shouted from outside the forest but nothing happened, so they went further into the forest. Ray climbed up the trees and carl foung a bee nest. But still no frog around. Then ray climbed up a big rock and when he was ontop he held himself onto two thik branches. While he was holding the branches and shouting for the Mr. Frog suddenly the two branches moved and ray noticed that it was a huge deer. The deer got very angry with ray and thrue him on his head , ran to a lake and thrue ray and carl into the lake. Ray and carl were completly wet. As they slowly crawled out of the lake and found a big branch were they wanted to rest from this long jurney, ray saw Mr. Frog with his wife Mrs. Frog and 7 frog children. Ray and carl were very happy and left Mr. Frog with his family. From now on they went to see the frog family everyday and ray and carl played with the frog children.	
Learners	DE_SP_B2_20_10.5_13_GD	2016	43 / 60	71.7	B2 (upper intermediate)	Female	20	Bremen	BiPEB Teacher Training: Maths, English, German	1st year undergraduate	German	German	German	German	8	10.5	Yes	USA	""	11	""	C1 (lower advanced)	C1 (lower advanced)	C1 (lower advanced)	C1 (lower advanced)	5 / 6	French, Croatian	B1 (lower intermediate)	B1 (lower intermediate)	B1 (lower intermediate)	B1 (lower intermediate)	Spoken	13	13. Frog	spoken_offline_classroom	""	Inside classroom	""	Uh one day little Timmy and his dog found a frog outside and he wanted to keep him and watching grow so he took him inside and put him in a jar behind his bed / at night while Timmy was sleeping the dog climbed out of the jar next morning when he woke up Timmy was really confused because the jar was empty and the frog wasn't there anymore so he went outside with his dog / and called out for the frog he wanted to find him so he climbed trees and stones but he just couldn't find him / uh suddenly there was a deer coming up and pushed him and his dog into the river / and Timmy tried to / swim to the / uh I am missing the word / uh swim to the shore / and climbed over a tree which was falling down suddenly he found a frog family and he realized that the frog they found the other day was there with his family / so he thought it was gonna be happy and he should be with his family so he went away said good-by and he was happy.	
Learners	DE_SP_B2_20_12_13_AT	2016	43 / 60	71.7	B2 (upper intermediate)	Female	20	Bremen	BA English Speaking Cultures: English, Economics	1st year undergraduate	German	German	German	German	8	12	Yes	Australia	""	6	""	C1 (lower advanced)	C1 (lower advanced)	C1 (lower advanced)	C1 (lower advanced)	5 / 6	Spanish, Latin	B1 (lower intermediate)	B1 (lower intermediate)	B1 (lower intermediate)	B1 (lower intermediate)	Spoken	13	13. Frog	spoken_offline_classroom	""	Inside classroom	""	One day there was a little boy in his bedroom with his dog and he had a frog uh in a glass and uh when the dog and the boy uh went to bed uh the frog uh jumped out of the glass and the next morning he was uh gone and uh yeah the boy and-was very sad that he wasn't there anymore and uh they went out uh to the forest and uh searched the the frog uh / and the boy uh climbed up a tree and looked for the uh frog and also the uh dog uh searched with him and then the boy uh climbed up uh some stones and uh was so called out for the frog and and there was uh / another big animal and the boy uh landed on the head of the animal and he and the dog uh fell down into a uh a lake and uh yeah they fell into the water when they got out there uh they found the uh frog with uh his family where uh many little frogs and uh yeah then the boy was very happy to see that uh the frog has his own family and he left them alone in the forest.	
Learners	DE_WR_B2_20_10.5_13_GD	2016	43 / 60	71.7	B2 (upper intermediate)	Female	20	Bremen	BiPEB Teacher Training: Maths, English, German	1st year undergraduate	German	German	German	German	8	10.5	Yes	USA	""	11	""	C1 (lower advanced)	C1 (lower advanced)	C1 (lower advanced)	C1 (lower advanced)	5 / 6	French, Croatian	B1 (lower intermediate)	B1 (lower intermediate)	B1 (lower intermediate)	B1 (lower intermediate)	Written	13	13. Frog	written_online	""	Inside classroom	""	One day a little boy called Timmy found a frog while playing outside. He wanted to keep the frog and watch it grow so he decided to put it into a jar. When Timmy was asleep at night the frog climbed out of that jar and got away. When Timmy woke up the next morning he was really sad that the frog was gone and wanted to go outside to find it. Timmy took his dog with him and they were searching for the frog everywhere. They were screaming its name, climbing trees and rocks. Then suddenly Timmy grabbed something what he thought was part of a tree. But actually it was the horn of a deer. The deer did not really enjoy that and pushed Timmy and his dog into a river. Timmy and his dog swam over to the shore and climbed over a fallen tree to get out of the water. But what was that? Behind this tree there was a family of frogs and Timmy recognised his frog. It was the father of this family. He was really happy that he found him but did not want to take him away from his family. One of the baby frogs wanted to go with Timmy. So he grabbed him and took him home waving at the frog family. Everybody was happy and little Timmy finally had a frog to keep.	
Learners	DE_WR_B2_20_12_13_AT	2016	43 / 60	71.7	B2 (upper intermediate)	Female	20	Bremen	BA English Speaking Cultures: English, Economics	1st year undergraduate	German	German	German	German	8	12	Yes	Australia	""	6	""	C1 (lower advanced)	C1 (lower advanced)	C1 (lower advanced)	C1 (lower advanced)	5 / 6	Spanish, Latin	B1 (lower intermediate)	B1 (lower intermediate)	B1 (lower intermediate)	B1 (lower intermediate)	Written	13	13. Frog	written_online	""	Inside classroom	""	One day there was a young boy in his bedroom with his dog. In a glas he had a frog. When the boy and the dog went to sleep at night, the frog jumped out of the glass and the next morning he was not there anymore. The boy was very sad when he discovered that the frog was gone. Therefore, he and his dog went outside to search the frog in the forrest. The boy climbed up trees trying to find the frog. He also climbed up some rocks and called out for the frog. He did not realise that there was a deer behind the rock and suddenly he found himself on the head of the deer. The deer got scared and pushed the boy away so that he and his dog fell down into a lake. When they climbed out of the water, they found the frog behind a tree. He had his own family with many little frog babys. The boy was very happy to see that the frog is doing well and that he has his own family. He said goodbye and went home with his dog.	
Learners	DE_SP_B2_19_11_13_KS	2016	44 / 60	73.3	B2 (upper intermediate)	Female	19	Bremen	BA English Speaking Cultures: ESC, Economics	1st year undergraduate	German	German	German	German	8	11	Yes	USA	""	4	""	B2 (upper intermediate)	B2 (upper intermediate)	B2 (upper intermediate)	B2 (upper intermediate)	4 / 6	French, Spanish	A2 (upper beginner)	A2 (upper beginner)	A2 (upper beginner)	A2 (upper beginner)	Spoken	13	13. Frog	spoken_offline_classroom	""	Inside classroom	""	One day a little boy and his dog found a frog / but over night the frog escaped and the boy and the dog went looking for him in the forest / they climbed up trees and rocks but then a deer came and throw the dog and the boy into a river / but lucky for the boy and the dog they found their new friend the frog near the river and saw that / the frog / went back to his family / so the boy and the fro= uh the dog uh / said good-by / to the frog family and left.	
Learners	DE_WR_B2_19_11_13_KS	2016	44 / 60	73.3	B2 (upper intermediate)	Female	19	Bremen	BA English Speaking Cultures: ESC, Economics	1st year undergraduate	German	German	German	German	8	11	Yes	USA	""	4	""	B2 (upper intermediate)	B2 (upper intermediate)	B2 (upper intermediate)	B2 (upper intermediate)	4 / 6	French, Spanish	A2 (upper beginner)	A2 (upper beginner)	A2 (upper beginner)	A2 (upper beginner)	Written	13	13. Frog	written_online	""	Inside classroom	""	One day, a little boy and his dog found a frog, they took him home and watched him all evening until they fell asleep. Over night, the dog escaped out of his glas and left, what the boy and his dog recognized the next morning. They decided to went looking for their new friend and went to the forest. The boy climbed up trees and rocks to find his friend, the frog. Suddenly a deer came from behind and pushed the boy and the dog into a river. Luckily it wasn't deep, so the boy and his dog could get to land easily, where they surprisingly see their frog. But not just him, they also see his family and therefore decide to leave him there after saying goodbye.	
Learners	DE_SP_B2_20_12_13_LH	2016	44 / 60	73.3	B2 (upper intermediate)	Female	20	Bremen	BA English: French, English	1st year undergraduate	German	Turkish	German	German	8	12	No	""	""	0	""	B2 (upper intermediate)	B2 (upper intermediate)	B2 (upper intermediate)	B2 (upper intermediate)	4 / 6	French, Spanish, Turkish	B2 (upper intermediate)	B2 (upper intermediate)	B2 (upper intermediate)	B2 (upper intermediate)	Spoken	13	13. Frog	spoken_offline_classroom	""	Inside classroom	""	One day there was a boy who really loved animals / he had a bird he had a dog he had a frog as well / especially the dog was his best friend because / hhh /xxx the dog lives with him the longest time / and then one night when both the dog and the boy were asleep the frog escaped / and the next morning the boy and the dog were shocked /. and xxx the boy was / very sad and he really wanted to to search for the frog / for the frog in order to bring him back home / and then therefore both the dog and the boy went to the forest hhh in order to look for the frog / they started by crying out for him and then / when there was no  ansh= answer by the frog they went into the forest / and hhh yeah the boy climbed on each tree and uh was looking uh after the frog in each coin he could imagine as well as uh / the dog who really helped im him / and they often met uh other animals however they couldn't help them uhm / when shouting out for the frog there was an elk who attacked the boy and the dog hhh and as a result they fell into water / uh however they didn't stop to / to uh yeah to look for the frog and they continued searchi= their search / and uh / yeah hhh after several hours they found a whole family of frogs and one of them was uh the frog of the boy and uh / well he was so happy to see him again and uh finally he's taken the frog in order to bring him back home.	
