Subcorpus	Filename	Year data collection	Placement test score (raw)	Placement test score (%)	Proficiency	Sex	Age	School/University/Institution	Major	Year at university/school	L1	Father's native language	Mother's native language	Languages spoken at home	Age of exposure to English	Years studying English	Stay abroad in English speaking country (>= 1 month)	Stay abroad (where)	Stay abroad (when)	Stay abroad (months)	Language certificates (type and level)	Proficiency (self-assessment) speaking	Proficiency (self-assessment) listening	Proficiency (self-assessment) reading	Proficiency (self-assessment) writing	Proficiency (self-assessment)	Additional foreign language(s)	Proficiency (self-assessment) in additional language speaking	Proficiency (self-assessment) in additional language listening	Proficiency (self-assessment) in additional language reading	Proficiency (self-assessment) in additional language writing	Medium	Task number	Task title	Writing/audio details	Minutes taken to complete the task	Where the task was done	Resources used	Text	Original text
Learners	DE_SP_C2_19_12_14_JH	2019	55 / 60	91.7	C2 (upper advanced)	Female	19	Universität Bremen	English-Speaking Cultures	""	German	German	German	German	7	12	No	""	""	0	""	B2 (upper intermediate)	B2 (upper intermediate)	B2 (upper intermediate)	B2 (upper intermediate)	4 / 6	Spanish	A2 (upper beginner)	A2 (upper beginner)	A2 (upper beginner)	A2 (upper beginner)	Spoken	14	14. Chaplin	spoken_offline_lab	40	Outside classroom	Background readings about the task topic (newspapers, internet, TV, etc.)	so the main character of the movie finds an abandoned baby uh ‘n’ then he sees the woman who already has uh a baby with her he then proceeds to give uh the baby to the woman however the woman gives him the baby back uh ‘n’ then he wants to uh lay the baby down where he found it but a police officer stops him uh he then takes the baby with him again uh then he gets another man to hold the baby for him and then he runs away uh hhh the other man then meet the aforementioned woman again and gives the baby to her but the woman no no he gives the baby to her and then uh the main character walks passed the woman and the woman gives the baby back to the main character uh then the main character sits down with the baby and uh we can see him kind of thinking about what to do and then he finds a little note uh in the baby’s clothes and the note says uh something to the fact of it being a orphan child and that the person who finds it should take care of it and uh yeah the main character reads that note and then decides to uh take the baby with him again	
Learners	DE_WR_C2_19_11_14_JW	2019	55 / 60	91.7	C2 (upper advanced)	Female	19	Universität Bremen	English-Speaking Cultures	Englisch und Musikwissenschaft	German	German	German	German	8	11	No	""	""	0	Cambridge First Certificate	B2 (upper intermediate)	C1 (lower advanced)	C1 (lower advanced)	C1 (lower advanced)	4.75 / 6	Spanish	B1 (lower intermediate)	B2 (upper intermediate)	B2 (upper intermediate)	B1 (lower intermediate)	Written	14	14. Chaplin	written_online	25	Outside classroom	Bilingual dictionary (German/English), Spellchecker	Charlie Chaplin walks down a dusty and dirty street. Construction workers throw their rubble carelessly out of the windows, hitting Charlie with it, who loses his cigar. After he has lit another cigaret, he notices a newborn, laying on the ground, next to some rubbish. He picks it up and looks around, trying to figure out where it came from or who it might belong to. A woman with a pram appears. While she leaves it unsupervised for a moment, Charlie puts the baby in it, thinking he has found the mother. The woman, however, notices him and is scandalized, for this child is not hers. Charlie quickly takes the baby, and walks back to the spot where he has found it. His plan, to put the newborn back to where he found it, fails, as a police officer walks by and sees him. Charlie quickly walks away and fools an elderly man to think, he needs to tie his shoe, and gives him the baby. He then runs away. The man is not as fast as him, for he limps, and loses Charlie out of sight. He passes the pram of the woman, though, and puts the baby in it. When the woman returns to her pram, finding the child in it again, Charlie happens to pass by. Of course, she thinks that he left the baby there, again. As furious as she is, she runs after him, beats him with her umbrella, and drags him back to the pram. Charlie wants to explain himself, but the officer notices them, and so, Charlie takes the baby. He sits down on the curb and finds a piece of paper in the baby's clothes. Learning that it is an orphan and needs someone to love and take care of it, he holds it close to him and decides that he will not abandon it.	
Learners	DE_WR_C2_19_11_14_JW	2019	55 / 60	91.7	C2 (upper advanced)	Female	19	Universität Bremen	English-Speaking Cultures	Englisch und Musikwissenschaft	German	German	German	German	8	11	No	""	""	0	Cambridge First Certificate	B2 (upper intermediate)	C1 (lower advanced)	C1 (lower advanced)	C1 (lower advanced)	4.75 / 6	Spanish	B1 (lower intermediate)	B2 (upper intermediate)	B2 (upper intermediate)	B1 (lower intermediate)	Written	14	14. Chaplin	written_online	25	Outside classroom	Bilingual dictionary (German/English), Spellchecker	Charlie Chaplin walks down a dusty and dirty street. Construction workers throw their rubble carelessly out of the windows, hitting Charlie with it, who loses his cigar. After he has lit another cigaret, he notices a newborn, laying on the ground, next to some rubbish. He picks it up and looks around, trying to figure out where it came from or who it might belong to. A woman with a pram appears. While she leaves it unsupervised for a moment, Charlie puts the baby in it, thinking he has found the mother. The woman, however, notices him and is scandalized, for this child is not hers. Charlie quickly takes the baby, and walks back to the spot where he has found it. His plan, to put the newborn back to where he found it, fails, as a police officer walks by and sees him. Charlie quickly walks away and fools an elderly man to think, he needs to tie his shoe, and gives him the baby. He then runs away. The man is not as fast as him, for he limps, and loses Charlie out of sight. He passes the pram of the woman, though, and puts the baby in it. When the woman returns to her pram, finding the child in it again, Charlie happens to pass by. Of course, she thinks that he left the baby there, again. As furious as she is, she runs after him, beats him with her umbrella, and drags him back to the pram. Charlie wants to explain himself, but the officer notices them, and so, Charlie takes the baby. He sits down on the curb and finds a piece of paper in the baby's clothes. Learning that it is an orphan and needs someone to love and take care of it, he holds it close to him and decides that he will not abandon it.	
Learners	DE_WR_C2_19_11_14_SG	2019	55 / 60	91.7	C2 (upper advanced)	Female	19	Universität Bremen	""	""	German	German	German	German	8	11	No	""	""	0	""	B2 (upper intermediate)	B2 (upper intermediate)	C1 (lower advanced)	B2 (upper intermediate)	4.25 / 6	Spanish	A2 (upper beginner)	A2 (upper beginner)	B1 (lower intermediate)	A2 (upper beginner)	Written	14	14. Chaplin	written_online	30	Outside classroom	Bilingual dictionary (German/English)	The story begins with the male protagonist walking down a street with a cane , smoking a cigarette. While he strolls down the street he is hit by a load of clutter/ rubbish someone throws out of a window onto the street. Even though the man seems surprised at first, it does not take him long to recover. He just pulls out a box, to light himself another cigarette and continues walking. Only a few seconds later he suddenly stumbles upon a crying baby lying on the ground and picks it up. The man looks and around and notices a woman pushing a baby carriage down the street. When she enters a building the man quickly rushes to the carriage and places the baby in it. Unfortunately he is caught by the woman who starts to argue with him and refuses to take the child. Thus the man picks up the baby again only to return it to the place where he found it. But he is caught again, this time by a police officer. After that the man tries to get rid of the baby by placing it in the arms of an old man under false pretenses. He then quickly runs away. The old man also notices the baby carriage standing on the sidewalk, no parents in sight. He decides to leave the baby in it as well and walks off uncaught. Only a few seconds later the woman steps out onto the street in the exact same moment the protagonist walks by the carriage. The woman recognises him, gets furious and stops him by attacking him with her umbrella before he can get away. The police officers shows up  again telling him to pick up the baby. The man obeys, picks up the child and sits down on the sidewalk with the baby in his arms. While holding the child he discovers a piece of paper that tells him to love and take care of the orphan. After staring at the little face for a few mometns he starts smiling gets up and walks away with the foundling in his arms.	
Learners	DE_WR_C2_19_12_14_JH	2019	55 / 60	91.7	C2 (upper advanced)	Female	19	Universität Bremen	English-Speaking Cultures	""	German	German	German	German	7	12	No	""	""	0	""	B2 (upper intermediate)	B2 (upper intermediate)	B2 (upper intermediate)	B2 (upper intermediate)	4 / 6	Spanish	A2 (upper beginner)	A2 (upper beginner)	A2 (upper beginner)	A2 (upper beginner)	Written	14	14. Chaplin	written_online	40	Outside classroom	Background readings about the task topic (newspapers, internet, TV, etc.)	This clip from the silent film “The kid“ by Charlie Chaplin and starring Charlie Chapman, was released in 1921 and focuses on a man who happens to find a baby and has to figure out what to do with said baby.  <br/> The main character happens to come across an abandoned baby. As he sees a woman with a newborn walking by, the man assumes that the baby must be hers. However his assumption turns out to be wrong and he and the baby are sent away by the woman. After being caught in the process of leaving the child, where he found it, the main character tries to get rid of the baby one more time, by tricking a man into holding the baby and then proceeding to run away. But the main character ends up with the baby once again due to said man leaving it with the aforementioned women, who hands it back to him. When he finds out that the baby is an orphan he finally decides to accept his faith and keep the baby.	
Learners	DE_WR_C2_19_13_14_CK	2018	55 / 60	91.7	C2 (upper advanced)	Unknown	19	Universität Bremen	English.Speaking.Cultures + Philosophie	""	German	German	German	German	6	13	Yes	England	2015-2017	9	""	C1 (lower advanced)	B2 (upper intermediate)	C2 (upper advanced)	C1 (lower advanced)	5 / 6	French	A1 (lower beginner)	A1 (lower beginner)	A2 (upper beginner)	A1 (lower beginner)	Written	14	14. Chaplin	written_online	17	Outside classroom	Bilingual dictionary (German/English)	Charlie Chaplin takes a walk in a suburb. As he smokes a cig he discovers a baby lying on the ground beneath the trash cans, wrapped in rags. Assuming that its parents forgot it there, he starts to search for them. When a woman with a baby carriage walks by, he puts the findling in the carriage, but the woman gets worked up because it is not hers. Chaplin decides to put it back where he found it, but then an officer notices him, thinking that Chaplin is about to abandon his child. As that would turn him into a bad person, he has to find another place for the child. An old man is his next victim, he palms it off on him. The old man then again tracks down the same carriage and Chaplin, walking by finally free from the burden, is being made responsible as the woman recognizes him as she returns to the scene. Unfortunately, the officer is back again, so he needs to take back the baby. Pondering on the curb, he finds a note in the bundle, saying that the founder should take care of the orphan. Chaplin seems at peace with this wish and will do as he has been told.	
Learners	DE_WR_C2_19_13_14_MJ	2018	55 / 60	91.7	C2 (upper advanced)	Male	19	Universität Bremen	""	""	German	German	German	German	6	13	No	""	""	0	""	B2 (upper intermediate)	C2 (upper advanced)	C2 (upper advanced)	C1 (lower advanced)	5.25 / 6	Spanish	A2 (upper beginner)	A2 (upper beginner)	B1 (lower intermediate)	B1 (lower intermediate)	Written	14	14. Chaplin	written_online	12	Outside classroom	Bilingual dictionary (German/English)	Chaplin finds a newborn child next to some trash bins in an alley. He picks it up and tries to find out where it came from. A woman with a buggy then passes him and Chaplin thinks the newborn belongs to her. He tries to give it to her but she refuses. After that, he brings the baby back to the place in which he found it but he gets stopped by a police officer who witnesses Chaplin dropping the child next to the trash. He then tries to get rid of the baby by tricking an old man and running away, but that also fails, again because of the lady with the buggy. Exhausted, Chaplin sits on the curb and finds a letter which the newborn was carrying around. The letter gives Chaplin the information that the newborn is an orphan. In the end it looks like Chaplin is going to take care of the baby.	
Learners	DE_SP_C2_20_12_14_TB	2019	55 / 60	91.7	C2 (upper advanced)	Male	20	Universität Bremen	BA Lehramtsoption Gy/Ob	English Speaking Cultures und Religionswissenschaften	German	German	German	German	8	12	No	England	2015	0	""	C1 (lower advanced)	C2 (upper advanced)	C2 (upper advanced)	C1 (lower advanced)	5.5 / 6	""	""	""	""	""	Spoken	14	14. Chaplin	spoken_offline_lab	27	Outside classroom	Bilingual dictionary (German/English)	so the video starts off with Charlie Chaplin walking down an alleyway uh he’s nearly hit by trash which is falling out of a window and then proceeds on his way however he is shortly after hit by trash or what looks like trash from another window uh after that he lights up a cigarette uh and after he’s done with that he discovers a baby lying next to a trashcan on the ground uh he spots an a woman with a trolley stroller uh walking behind him so he picks up the baby and proceeds to lay it down inside the stroller thinking that it’s hers and uh he’s also telling her uh her that she dropped something uh after a little arguing uh because it is not really her child he picks it up again uh walks back to the location he found it at and uh proceeds to drop it off then a police officer walks up behind him and saw that he dropped the baby so / he obviously doesn’t know that it’s not Charlie Chaplin’s baby and Charlie Chaplin doesn’t want to uh be arrested so he picks the baby up again uh he walks down the alley= alleyway further and sees a man who’s not really good on foot uh it looks like he is disabled in some way uh he tries to trick him by saying that he need= needs to tie his shoe laces and hands the baby over to the man uh and after that he runs off and hides in the place he first found the baby uh after / exiting his uh his place where he uh was hiding at uh the police officer again meets him and he proceeds to quickly walk away uh meanwhile the disabled man uh also walks by the woman with the stroller and proceeds to drop the baby into the stroller and just walks away uh while walking away from the police officer Chaplin walks next to the stroller where the baby is in and uh the woman immediately recognises him and starts to beat him with her umbrella I think uh then he picks the baby up again after she also call= called the police officer to the side uh yeah then he obviously has to take the baby uh if he doesn’t want to face uh any penalties and proceeds to walk down the street and sit down on the sidewalk uh he then thinks to himself what he should do with the baby uh also opening the sewers and uh debating to himself sh= if he should drop the baby into the sewer but proceeds not to do that uh he then finds a letter uh which is which was hided inside some towels the baby was in uh which says that the child is uh an orphan uh and so he decides to / keep the child at first and uh walks down with a smile walks away with a smile walks down the alleyway with a smile	
Learners	DE_SP_C2_20_14_14_FB	2019	55 / 60	91.7	C2 (upper advanced)	Female	20	Universität Bremen	FB 10	E-SC, Linguistik	German	German	German	German	6	14	Yes	Ireland	2018	6	Cambridge Certificate	C1 (lower advanced)	C2 (upper advanced)	C2 (upper advanced)	C2 (upper advanced)	5.75 / 6	French	A2 (upper beginner)	A2 (upper beginner)	A2 (upper beginner)	A2 (upper beginner)	Spoken	14	14. Chaplin	spoken_offline_lab	8	Outside classroom	""	uh in the video there’s Charlie Chaplin uh walking around in a pretty run-down town which looks kind of like uh post-war but it’s not really uh really specified uh he runs around he stops and to light a cigarette and while he does that he uh finds a baby lying on the ground uh he picks it up and looks around to find if he can see anyone whom this baby might belong to uh he doesn’t find anyone but there’s a woman walking by with a uh baby and uh while she goes into a shop or something he walks over to put uh the found baby next to the baby of the mother uh but while he do he does it uh she comes out of the shop or of the building again and uh they have a conversation kind of not really because it’s a silent movie but in implied conversation uh she kind of uh tells him or makes him see that he can’t uh just put his ba= the baby there and that he has to take it away again so he does that uh goes back to uh the place where he found the baby uh and decides to just put it down but after he did it he turns around to uh to find a policeman and uh probably just picks up the baby again to not to get in trouble walks around a bit with the baby to see where he can dispose of it kind of and uh finds an old man he decides to trick so he just like uh gives the baby to the old man uh and / kind of just uh / ties his shoe or pretends to tie his shoe but uh runs away the old man is stuck with the baby then and walks around with it a bit finds the mother again with the child uh who is again in the shop ‘n’ is not there to look over the child child and just uh the old man then just uh lies one child next to the other again just like Charlie Chaplin did before and uh walks away the uh the mother comes out of the uh shop again sees the two babies in the cart and uh right in that moment Charlen Charlie Chaplin walks by which kind of makes the mother think that Charlie just put the baby into the cart again he uh she walks hunts him down kind of with a umbrella uh and makes him makes him take the child again he then uh walks around a bit sees that he can’t really get rid of the child uh sits down with it uh at the side of the street and just like looks a a at it a bit and everything and finds a little letter uh that’s stuck in the bundle of clothes that the uh baby uh is in and uh the letter says that please love ‘n’ care for this orphan child or something like that and at the end he just walks away with the child ‘n’ it’s kind of okay he cares for it	
Learners	DE_WR_C2_20_10_14_DK	2018	55 / 60	91.7	C2 (upper advanced)	Male	20	Universität Bremen	English Speaking Cultures	English / Spanisch	German	Croatian	Croatian	German	10	10	No	""	""	0	""	C1 (lower advanced)	C2 (upper advanced)	C1 (lower advanced)	C1 (lower advanced)	5.25 / 6	Spanish, Croatian	B2 (upper intermediate)	B2 (upper intermediate)	B2 (upper intermediate)	B2 (upper intermediate)	Written	14	14. Chaplin	written_online	11	Outside classroom	""	"Charlie Chaplin is walking in the alley, when all of the sudden  several bricks fall on his head. After getting up from the ground he realises a baby laying behind a trash bin. He takes it and brings it to a woman he saw passing by earlier, thinking it may be hers. The women rejects him with slight anger and Chaplin tries another way to get rid of the baby. He hands it to a random man on the street and runs away. The man puts the baby in the cart of the previous woman, and when she sees Chaplin, she attacks him, supposing he put it there. Again Chaplin has to take the baby and he sits down. He notices a letter on the baby and it reads ""please love and care for this orphan child"". Slightly warm-hearted he stands up and takes the baby somwhere else."	
Learners	DE_WR_C2_20_12_14_JS	2020	55 / 60	91.7	C2 (upper advanced)	Female	20	Universität Bremen	""	""	German	German	German	German	8	12	No	""	""	0	""	C1 (lower advanced)	C2 (upper advanced)	C2 (upper advanced)	C1 (lower advanced)	5.5 / 6	""	""	""	""	""	Written	14	14. Chaplin	written_online	2	Outside classroom	""	Chaplin finds a lone baby in the streets and wonders where it came from. He sees a mother and thinks this orphan child must be hers and tries to give it back to her, but she is insistent that it is not her child. Chaplin then tries to give the baby to a stranger but the police sees him and makes sure that he keeps it. In the end, Chaplin sits by the street and thinks about leaving the baby behind, but he finds a letter addressed to whoever finds the baby saying they should love and care for the child, which he decides to do.	
Learners	DE_WR_C2_20_12_14_TB	2019	55 / 60	91.7	C2 (upper advanced)	Male	20	Universität Bremen	BA Lehramtsoption Gy/Ob	English Speaking Cultures und Religionswissenschaften	German	German	German	German	8	12	No	England	2015	0	""	C1 (lower advanced)	C2 (upper advanced)	C2 (upper advanced)	C1 (lower advanced)	5.5 / 6	""	""	""	""	""	Written	14	14. Chaplin	written_online	27	Outside classroom	Bilingual dictionary (German/English)	"The short film starts with Charlie Chaplin walking down an alleyway. From an around four meter high window someone throws out his trash which nearly hits Chaplin. After hesitating for just a second, Chaplin proceeds on his way until he is hit by trash from another window further down the alleyway which knocks a cigarette out of his mouth. The text ""Awkward ass"" appears on the screen, as Chaplin looks above him and shortly after he searches his cigarette case for a new one. Chaplin pulls one out, sticks it in his mouth and then pulls out a match which he lights on his shoe. After taking the first hit of his cigarette, Chaplin notices a newborn to his left next to whats looks like a trashcan of some sort. He then inspects it for a couple of seconds and takes a look around him before picking the newborn up. A lady with a stroller walks past him and he shouts after her, before laying the baby into the stroller. Another text pops up, saying: ""Pardon me, you dropped something"". Chaplin points at the baby as he walks away but the lady insists that the baby is not hers. After picking up the wrong child at first, Chaplin is corrected by the lady and picks up the baby he found earlier and leaves the now certainly angry lady. He returns the baby to the place he found it, not noticing the police officer standing behind him. Chaplin then turns around, notices the police officer and quickly picks the baby up again, walking around the corner where a man with visible physical problems walks down the street. The man is handed the baby by Chaplin under the excuse of tieing his shoelaces, before he quickly runs away. The old man tries to chase Chaplin, who quickly hid behind a corner. After a few seconds, the old man finds the same stroller Chaplin found before and lays the baby inside it. When coming out of his hiding place, Chaplin runs into the police officer and quickly turns around, running directly to the lady with the stroller. After ignoring her, she chases him and knocks him to the ground with an umbrella. She grabs him by his jacket and pulls him right back to her stroller, and after a few seconds of arguing over the baby the police officer joins them. Chaplin then picks the baby up again, drops his walking stick and sits down on the sidewalk. He then opens an manhole and thinks about dropping the baby inside it, but quickly comes to the decision not to do it. Shortly after, Chaplin finds a note in the sheets the baby is covered in, which says:""Please love and care for this orphan child"". Afterwards, he inspects and plays with the child for a brief moment, before standing up happily and taking the child with him."	
Learners	DE_WR_C2_20_14_14_FB	2019	55 / 60	91.7	C2 (upper advanced)	Female	20	Universität Bremen	FB 10	E-SC, Linguistik	German	German	German	German	6	14	Yes	Ireland	2018	6	Cambridge Certificate	C1 (lower advanced)	C2 (upper advanced)	C2 (upper advanced)	C2 (upper advanced)	5.75 / 6	French	A2 (upper beginner)	A2 (upper beginner)	A2 (upper beginner)	A2 (upper beginner)	Written	14	14. Chaplin	written_online	8	Outside classroom	""	In the short clip one can see Charlie Chaplin taking a walk through a run-down city where he finds an abandoned baby. Throughout the rest of the clip he tries to get rid of it by tricking other people into taking it. These include a woman, who already had a baby, and an old man. Each attempt to get rid of the baby fails, even leaving it in the place he found it, since an officer caught him doing so. The clip ends with Chaplin finding a piece of paper in the baby's blanket on which the plea to care for the orphaned baby is written	
Learners	DE_WR_C2_22_14_14_SS	2019	55 / 60	91.7	C2 (upper advanced)	Male	22	Universität Bremen	FB10	Englisch, Spanish	German	German	German	German	8	14	No	""	""	0	""	C1 (lower advanced)	C1 (lower advanced)	C1 (lower advanced)	C1 (lower advanced)	5 / 6	""	B1 (lower intermediate)	B1 (lower intermediate)	B1 (lower intermediate)	B1 (lower intermediate)	Written	14	14. Chaplin	written_online	13	Outside classroom	Spellchecker	A man in a suit walks along the street. As a pile of trash is hurled into the street he is hit by the trash which makes him pause. Whilst he is having a smoke break he finds an infant abandoned next to him. He presumes that the child must come from a mother that's passing by and pushing around a large trolly with another infant. It turns out that the infant is not hers and she send the man away furious with the accusation that she would forget a child on the side of the road. The man returns to the spot where he found the child and tries to just abandon it there again, but a police officer is watching him closely. So our protagonist moves onward with the child and sees some man walking along the road. Promply he attempts to get rid of the responsibility by pretending to need to tie his shoelaces so he would hold the baby but instead he runs away and escapes before the second man can catch up. The second man is now tasked with the infant and discovers the trolley of the aforementioned mother and he puts the child in the trolley when she is not paying attention and flees the scene. The Woman returns and is furious to find the child once again in her trolley as our protagonist happens to pass by she wails on him with her umbrella and makes him take back the child he briefly got rid of. Defeated our protagonist takes a rest on the sidewalk. As he does he finds a slip of paper tugged away in the rags of the infant. On the paper it is written that the child is an orphan and the plea to care for it. The protagonist gets up with the child and moves somewhere unknown as the film ends.	
Learners	DE_SP_C2_24_15_14_CB	2019	55 / 60	91.7	C2 (upper advanced)	Female	24	Universität Bremen	Polyvalenter 2-Fächer-Bachelor	Musikwissenschaft und English Speaking Cultures	German	German	German	German	8	15	No	""	""	0	""	C1 (lower advanced)	C2 (upper advanced)	C1 (lower advanced)	C1 (lower advanced)	5.25 / 6	Italian	A2 (upper beginner)	A2 (upper beginner)	A2 (upper beginner)	A2 (upper beginner)	Spoken	14	14. Chaplin	spoken_offline_lab	20	Outside classroom	Bilingual dictionary (German/English)	ok so in the video we see Charlie Chaplin walking down the street / uh really relaxed and then out of the window somebody drops some garbage uh which misses him first twice uh he just walks on ‘n’ then when he uh comes to a corner somebody else drops garbage out of a window which totally hits him ‘n’ is dropped on his head he is really embarrassed really startled by it of course and uh yeah looks up to the window where it came from uh to find it out and uh yeah then seems to be very embarrassed so he takes out some cigarettes or cigars and uh yeah starts smoking uh / he takes off his gloves and I think lights his cigarette on his shoe hhh a match on his shoe and then throws the gloves into the thrash can that is standing next to him he walks on ‘n’ at the corner he finds a baby that‘s lying there he picks it up and uh then quickly wants to put it back again / when I think a police man comes by / so he decides that he is not gonna put it back there of course and / walks / away hhh ‘n’ then / I think / he finds uh he sees a mother with a a pram and she has an older child in that pram like around two years or so and he she’s inside of a store she goes inside of a store ‘n’ he decides to put the baby in the pram with the other with the other child ‘n’ to yeah tries to sneak away when she comes out ‘n’ of course notices ‘n’ it she got really really angry ‘n’ to= tells him to to to take the baby with him again ‘n’ take it out of hhh her pram hhh and uh he does that I think the police officer also comes by ‘n’ she yells at the police officer that that Chaplin puts the baby inside of he= her pram ‘n’ he uh yeah uh goes away with the baby uh next scene we see is him walking down the street ‘n’ there is another man with a walking stick so quite slow and Charlie Chaplin pretends uh he he gives the child to the other man pretending that he has to tie his shoe laces ‘n’ then runs away and this other man is confused ‘n’ now has the baby in his arms uh next scene ‘n’ we see again I think the the pram of the same woman uh from before and the man with the walking stick puts the baby into the pram uh and goes away the woman isn’t there she doesn’t notice it and in that moment unfortunately Charlie Chaplin walks by the woman comes out and thinks that this baby in her pram is again hhh the baby that Chaplin put there / uh / that might be she gets really angry anyway and he has to take it out again he is really I think hhh sad that he has this baby ‘n’ can’t seem to get rid of it ‘n’ next scene we see him uh with this baby again sit down at the curb I think looking at the baby uh hhh next to him uh there’s a drain ‘n’ he considers it shortly to throw the baby into the drain opens it uh no doesn’t do it and then looks at the baby and uh s= finds a note in the in the blanket or the cloth or whatever hhh of the baby which says please love ‘n’ care for this orphan child so Chaplin looks at the baby and smiles at it kind of awkwardly ‘n’ then he stands up ‘n’ walks away with this baby ‘n’ then the video is over	
Learners	DE_WR_C2_24_15_14_CB	2019	55 / 60	91.7	C2 (upper advanced)	Female	24	Universität Bremen	Polyvalenter 2-Fächer-Bachelor	Musikwissenschaft und English Speaking Cultures	German	German	German	German	8	15	No	""	""	0	""	C1 (lower advanced)	C2 (upper advanced)	C1 (lower advanced)	C1 (lower advanced)	5.25 / 6	Italian	A2 (upper beginner)	A2 (upper beginner)	A2 (upper beginner)	A2 (upper beginner)	Written	14	14. Chaplin	written_online	20	Outside classroom	Bilingual dictionary (German/English)	"Charlie Chaplin walks down a street. A window opens and somebody throws several pieces of garbage out, missing Chaplin every time. Chaplin keeps strolling, not noticing anything. Another window opens, somebody throws out a big amount of garbage, apparently aiming at the trash can standing underneath the window. The garbage lands on Chaplin instead. He's startled and apparently feels awkward, so he takes off his gloves and lights himself a cigarette. Not wanting to put his gloves back on, he throws them into the trash can and leaves. At the corner of the street he finds a baby lying on the ground, crying. He picks it up, gazes at the houses surrounding him. Just at that moment a mother with a child in a stroller walks by and enters a house, leaving the stroller in front of the open door. Chaplin puts the baby into the stroller when the mother comes back. She seems furious, aggressively asks him to take the baby back. Chaplin grabs the baby, they both leave in opposite directions. Chaplin goes back to the corner where he found the baby, puts it on the ground. At that moment, a police officer walks by and witnesses Chaplin leaving the baby. Chaplin attempts to leave the place, turns around, sees the police officer, picks up the baby again and leaves. Next scene. An old man with a walking stick walks down a street, Chaplin is approaching from behind. He pretends that he needs to tie his shoe, gives the baby to the man, then runs away, hiding behind a corner. The old man runs after him. When he can't find him, he notices a stroller standing in front of a house. He puts the baby into the stroller and leaves. Moments later, when Chaplin accidentally walks by, the mother comes out of the house, seeing an additional baby in the stroller and Chaplin walking by. She gets furious again, runs after him and beats him with her umbrella. They argue over the baby in the stroller, when the police officer walks by. The woman gesticulates wildly. Chaplin picks up the baby again and leaves. Next scene. Chaplin sits down on the pavement, a gully next to him. He opens it, pparently thinking about dropping the baby down the gully. He discards the idea and examines the babie's clothes instead, finding a note. The note says ""Please love and care for this orphaned child"". Chaplin looks at the babie's face, smiles, gets up and leaves with the baby."	
Learners	DE_SP_C2_29_8.5_14_FH	2018	55 / 60	91.7	C2 (upper advanced)	Male	29	Universität Bremen	Bachelor of Arts / Lehramtsoption	Politikwissenschaft & English-Speaking Cultures (Lehramtsoption)	German	German	German	German	12	8.5	Yes	England	2018	3	""	C1 (lower advanced)	C2 (upper advanced)	C1 (lower advanced)	C1 (lower advanced)	5.25 / 6	French	A2 (upper beginner)	A1 (lower beginner)	A1 (lower beginner)	A1 (lower beginner)	Spoken	14	14. Chaplin	spoken_offline_lab	""	""	""	hhh in the beginning of the scene we see a man walking through the streets when he finds a baby uh the male person picks up the baby and uh he seems confused not knowing what to do when he sees a lady walking by uh / he puts the baby in the stroller of the lady the lady seems irritated gets angry and hhh uh / seems to be irre= irritated as it it it seems not to be her child so the male person picks up the baby again walks off uh hhh / the / male character / thinks about putting the baby to the ground when h= he sees a police officer uh so he changes his mind uh picks up the baby again walks off the scene / in the next scene the male person holding the baby uh hhh tries to give the baby to another person another stranger uh the stranger takes the baby is confused seems to be confused himself when the male character who gave him the baby runs off the scene hhh in the next scene the stranger who is now holding the baby uh hhh seems to be confused himself sees a stroller and puts the baby in the stroller by coincidence the stroller is the same stroller stroller oh god I hhh uh hhh from the same woman from the scene uh from the beginning so when she comes out of the store and sees that the baby hhh / the the baby is in her stroller again she gets angry ‘n’ when she sees the male person from the beginning walking by she gets angry and begins to hhh beats the male person so in the end of the scene uh the male person is holding the baby again is contemplating about hhh is contemplating putting the baby to the ground again ‘n’ leaving it there when the male person finds a note attached to the baby the note says uh that the child is an orphanage an orphan / orphan child and that whoever finds the baby should care ‘n’ love the child this seems to make the person change his mind and he walks off the scene with the yeah holding the baby hhh	
Learners	DE_WR_C2_29_8.5_14_FH	2018	55 / 60	91.7	C2 (upper advanced)	Male	29	Universität Bremen	Bachelor of Arts / Lehramtsoption	Politikwissenschaft & English-Speaking Cultures (Lehramtsoption)	German	German	German	German	12	8.5	Yes	England	2018	3	""	C1 (lower advanced)	C2 (upper advanced)	C1 (lower advanced)	C1 (lower advanced)	5.25 / 6	French	A2 (upper beginner)	A1 (lower beginner)	A1 (lower beginner)	A1 (lower beginner)	Written	14	14. Chaplin	written_online	22	Outside classroom	Bilingual dictionary (German/English)	In the first scene the protagonist is walking through the streets when he finds a baby laying on the floor and no parents in sight. He picks up the baby and is convinced that he has found the mother when he sees a woman with a buggy walking by. Indicating that it is not her baby, the woman refuses to take the child. The protagonist puts the baby down on the ground and apparently wants to walk off when a police officer enters the scene whereupon the protagonist changes his mind and picks up the baby again. In an attempt to solve the situation, the protagonist hands the baby over to a stranger in the streets and runs off. Irritated, the stranger tries to chase the protagonist but as he is not able to find him he puts the baby in a buggy of a woman, who, by conincidence, is the same woman from the scene in the beginning. When she sees the protagonist passing by, she runs after him and hits him with her umbrella, obviously convinced that he again had put the baby in the buggy. In the final scene of the video, after comtemplating to drop the baby in the sewerage, the protagonist finds a note on the baby saying that the child is an orphan that needs love and caring. The protagonist seems to changes his mind and walks off with the baby and a smile on his face.	
